Frequency, Amplitude
19735,17969  0,00003
19736,52734  0,00001
19737,87305  0,00003
19739,21875  0,00000
19740,56445  0,00002
19741,91016  0,00000
19743,25586  0,00007
19744,60156  0,00000
19745,94727  0,00001
19747,29297  0,00001
19748,63867  0,00003
19749,98438  0,00001
19751,33008  0,00003
19752,67578  0,00001
19754,02148  0,00007
19755,36719  0,00001
19756,71484  0,00003
19758,06055  0,00003
19759,40625  0,00003
19760,75195  0,00005
19762,09766  0,00001
19763,44336  0,00005
19764,78906  0,00004
19766,13477  0,00002
19767,48047  0,00001
19768,82617  0,00001
19770,17188  0,00001
19771,51758  0,00001
19772,86328  0,00006
19774,20898  0,00001
19775,55469  0,00004
19776,90039  0,00001
19778,24609  0,00001
19779,59375  0,00001
19780,93945  0,00006
19782,28516  0,00000
19783,63086  0,00004
19784,97656  0,00000
19786,32227  0,00005
19787,66797  0,00001
19789,01367  0,00004
19790,35938  0,00001
19791,70508  0,00005
19793,05078  0,00001
19794,39648  0,00006
19795,74219  0,00000
19797,08789  0,00002
19798,43359  0,00001
19799,78125  0,00004
19801,12695  0,00000
19802,47266  0,00001
19803,81836  0,00001
19805,16406  0,00005
19806,50977  0,00002
19807,85547  0,00004
19809,20117  0,00003
19810,54688  0,00005
19811,89258  0,00003
19813,23828  0,00004
19814,58398  0,00002
19815,92969  0,00002
19817,27539  0,00002
19818,62109  0,00003
19819,96680  0,00004
19821,31250  0,00001
19822,66016  0,00006
19824,00586  0,00005
19825,35156  0,00003
19826,69727  0,00003
19828,04297  0,00001
19829,38867  0,00002
19830,73438  0,00001
19832,08008  0,00002
19833,42578  0,00001
19834,77148  0,00000
19836,11719  0,00001
19837,46289  0,00006
19838,80859  0,00002
19840,15430  0,00001
19841,50000  0,00001
19842,84766  0,00003
19844,19336  0,00001
19845,53906  0,00002
19846,88477  0,00001
19848,23047  0,00005
19849,57617  0,00001
19850,92188  0,00005
19852,26758  0,00000
19853,61328  0,00003
19854,95898  0,00000
19856,30469  0,00006
19857,65039  0,00001
19858,99609  0,00003
19860,34180  0,00001
19861,68750  0,00005
19863,03320  0,00000
19864,37891  0,00004
19865,72656  0,00001
19867,07227  0,00001
19868,41797  0,00002
19869,76367  0,00004
19871,10938  0,00002
19872,45508  0,00002
19873,80078  0,00002
19875,14648  0,00001
19876,49219  0,00002
19877,83789  0,00002
19879,18359  0,00003
19880,52930  0,00002
19881,87500  0,00007
19883,22070  0,00005
19884,56641  0,00004
19885,91406  0,00003
19887,25977  0,00002
19888,60547  0,00003
19889,95117  0,00001
19891,29688  0,00000
19892,64258  0,00001
19893,98828  0,00003
19895,33398  0,00002
19896,67969  0,00002
19898,02539  0,00001
19899,37109  0,00006
19900,71680  0,00001
19902,06250  0,00001
19903,40820  0,00000
19904,75391  0,00000
19906,09961  0,00000
19907,44531  0,00006
19908,79297  0,00000
19910,13867  0,00006
19911,48438  0,00001
19912,83008  0,00001
19914,17578  0,00001
19915,52148  0,00003
19916,86719  0,00000
19918,21289  0,00001
19919,55859  0,00000
19920,90430  0,00001
19922,25000  0,00000
19923,59570  0,00001
19924,94141  0,00000
19926,28711  0,00001
19927,63281  0,00000
19928,98047  0,00002
19930,32617  0,00000
19931,67188  0,00002
19933,01758  0,00000
19934,36328  0,00000
19935,70898  0,00001
19937,05469  0,00001
19938,40039  0,00003
19939,74609  0,00002
19941,09180  0,00007
19942,43750  0,00006
19943,78320  0,00005
19945,12891  0,00003
19946,47461  0,00003
19947,82031  0,00004
19949,16602  0,00002
19950,51172  0,00003
19951,85938  0,00001
19953,20508  0,00004
19954,55078  0,00000
19955,89648  0,00005
19957,24219  0,00000
19958,58789  0,00002
19959,93359  0,00001
19961,27930  0,00004
19962,62500  0,00000
19963,97070  0,00003
19965,31641  0,00001
19966,66211  0,00004
19968,00781  0,00001
19969,35352  0,00005
19970,69922  0,00001
19972,04688  0,00001
19973,39258  0,00001
19974,73828  0,00001
19976,08398  0,00001
19977,42969  0,00005
19978,77539  0,00001
19980,12109  0,00006
19981,46680  0,00002
19982,81250  0,00005
19984,15820  0,00002
19985,50391  0,00006
19986,84961  0,00001
19988,19531  0,00001
19989,54102  0,00000
19990,88672  0,00000
19992,23242  0,00000
19993,57812  0,00001
19994,92578  0,00001
19996,27148  0,00000
19997,61719  0,00003
19998,96289  0,00004
20000,30859  0,00006
20001,65430  0,00004
20003,00000  0,00004
20004,34570  0,00006
20005,69141  0,00003
20007,03711  0,00006
20008,38281  0,00002
20009,72852  0,00005
20011,07422  0,00002
20012,41992  0,00001
20013,76562  0,00001
20015,11328  0,00002
20016,45898  0,00000
20017,80469  0,00004
20019,15039  0,00001
20020,49609  0,00003
20021,84180  0,00000
20023,18750  0,00005
20024,53320  0,00002
20025,87891  0,00001
20027,22461  0,00003
20028,57031  0,00003
20029,91602  0,00003
20031,26172  0,00001
20032,60742  0,00002
20033,95312  0,00002
20035,29883  0,00000
20036,64453  0,00001
20037,99219  0,00001
20039,33789  0,00002
20040,68359  0,00000
20042,02930  0,00002
20043,37500  0,00001
20044,72070  0,00002
20046,06641  0,00002
20047,41211  0,00004
20048,75781  0,00001
20050,10352  0,00003
20051,44922  0,00000
20052,79492  0,00010
20054,14062  0,00000
20055,48633  0,00001
20056,83203  0,00001
20058,17969  0,00003
20059,52539  0,00005
20060,87109  0,00004
20062,21680  0,00004
20063,56250  0,00008
20064,90820  0,00002
20066,25391  0,00002
20067,59961  0,00001
20068,94531  0,00003
20070,29102  0,00001
20071,63672  0,00003
20072,98242  0,00001
20074,32812  0,00002
20075,67383  0,00001
20077,01953  0,00001
20078,36523  0,00000
20079,71094  0,00002
20081,05859  0,00000
20082,40430  0,00002
20083,75000  0,00001
20085,09570  0,00000
20086,44141  0,00002
20087,78711  0,00003
20089,13281  0,00003
20090,47852  0,00000
20091,82422  0,00002
20093,16992  0,00004
20094,51562  0,00001
20095,86133  0,00003
20097,20703  0,00001
20098,55273  0,00004
20099,89844  0,00001
20101,24609  0,00002
20102,59180  0,00000
20103,93750  0,00001
20105,28320  0,00002
20106,62891  0,00004
20107,97461  0,00003
20109,32031  0,00005
20110,66602  0,00003
20112,01172  0,00006
20113,35742  0,00003
20114,70312  0,00004
20116,04883  0,00004
20117,39453  0,00006
20118,74023  0,00006
20120,08594  0,00002
20121,43164  0,00003
20122,77734  0,00002
20124,12500  0,00001
20125,47070  0,00000
20126,81641  0,00000
20128,16211  0,00000
20129,50781  0,00001
20130,85352  0,00007
20132,19922  0,00002
20133,54492  0,00005
20134,89062  0,00002
20136,23633  0,00007
20137,58203  0,00002
20138,92773  0,00005
20140,27344  0,00001
20141,61914  0,00001
20142,96484  0,00000
20144,31250  0,00001
20145,65820  0,00001
20147,00391  0,00005
20148,34961  0,00001
20149,69531  0,00004
20151,04102  0,00001
20152,38672  0,00004
20153,73242  0,00000
20155,07812  0,00005
20156,42383  0,00001
20157,76953  0,00002
20159,11523  0,00001
20160,46094  0,00005
20161,80664  0,00000
20163,15234  0,00004
20164,49805  0,00001
20165,84375  0,00002
20167,19141  0,00002
20168,53711  0,00003
20169,88281  0,00003
20171,22852  0,00003
20172,57422  0,00004
20173,91992  0,00006
20175,26562  0,00005
20176,61133  0,00004
20177,95703  0,00006
20179,30273  0,00001
20180,64844  0,00004
20181,99414  0,00001
20183,33984  0,00002
20184,68555  0,00002
20186,03125  0,00000
20187,37891  0,00003
20188,72461  0,00000
20190,07031  0,00001
20191,41602  0,00001
20192,76172  0,00001
20194,10742  0,00001
20195,45312  0,00001
20196,79883  0,00000
20198,14453  0,00001
20199,49023  0,00000
20200,83594  0,00003
20202,18164  0,00001
20203,52734  0,00001
20204,87305  0,00001
20206,21875  0,00007
20207,56445  0,00000
20208,91016  0,00006
20210,25781  0,00000
20211,60352  0,00001
20212,94922  0,00000
20214,29492  0,00001
20215,64062  0,00001
20216,98633  0,00006
20218,33203  0,00001
20219,67773  0,00002
20221,02344  0,00001
20222,36914  0,00003
20223,71484  0,00001
20225,06055  0,00001
20226,40625  0,00002
20227,75195  0,00002
20229,09766  0,00002
20230,44531  0,00003
20231,79102  0,00003
20233,13672  0,00006
20234,48242  0,00004
20235,82812  0,00003
20237,17383  0,00006
20238,51953  0,00000
20239,86523  0,00004
20241,21094  0,00000
20242,55664  0,00003
20243,90234  0,00002
20245,24805  0,00002
20246,59375  0,00004
20247,93945  0,00002
20249,28516  0,00002
20250,63086  0,00001
20251,97656  0,00004
20253,32422  0,00001
20254,66992  0,00005
20256,01562  0,00000
20257,36133  0,00003
20258,70703  0,00001
20260,05273  0,00006
20261,39844  0,00001
20262,74414  0,00003
20264,08984  0,00000
20265,43555  0,00005
20266,78125  0,00001
20268,12695  0,00005
20269,47266  0,00001
20270,81836  0,00002
20272,16406  0,00001
20273,51172  0,00003
20274,85742  0,00001
20276,20312  0,00001
20277,54883  0,00001
20278,89453  0,00006
20280,24023  0,00001
20281,58594  0,00000
20282,93164  0,00001
20284,27734  0,00003
20285,62305  0,00001
20286,96875  0,00001
20288,31445  0,00001
20289,66016  0,00002
20291,00586  0,00002
20292,35156  0,00006
20293,69727  0,00004
20295,04297  0,00003
20296,39062  0,00006
20297,73633  0,00001
20299,08203  0,00005
20300,42773  0,00001
20301,77344  0,00003
20303,11914  0,00004
20304,46484  0,00003
20305,81055  0,00006
20307,15625  0,00003
20308,50195  0,00004
20309,84766  0,00002
20311,19336  0,00004
20312,53906  0,00001
20313,88477  0,00001
20315,23047  0,00000
20316,57812  0,00004
20317,92383  0,00000
20319,26953  0,00002
20320,61523  0,00000
20321,96094  0,00005
20323,30664  0,00000
20324,65234  0,00005
20325,99805  0,00001
20327,34375  0,00004
20328,68945  0,00001
20330,03516  0,00005
20331,38086  0,00000
20332,72656  0,00004
20334,07227  0,00000
20335,41797  0,00006
20336,76367  0,00000
20338,10938  0,00001
20339,45703  0,00001
20340,80273  0,00005
20342,14844  0,00001
20343,49414  0,00006
20344,83984  0,00001
20346,18555  0,00002
20347,53125  0,00001
20348,87695  0,00001
20350,22266  0,00001
20351,56836  0,00005
20352,91406  0,00002
20354,25977  0,00003
20355,60547  0,00005
20356,95117  0,00002
20358,29688  0,00005
20359,64453  0,00002
20360,99023  0,00003
20362,33594  0,00007
20363,68164  0,00002
20365,02734  0,00002
20366,37305  0,00001
20367,71875  0,00002
20369,06445  0,00001
20370,41016  0,00001
20371,75586  0,00001
20373,10156  0,00007
20374,44727  0,00001
20375,79297  0,00002
20377,13867  0,00001
20378,48438  0,00002
20379,83008  0,00001
20381,17578  0,00004
20382,52344  0,00001
20383,86914  0,00004
20385,21484  0,00001
20386,56055  0,00003
20387,90625  0,00000
20389,25195  0,00003
20390,59766  0,00002
20391,94336  0,00002
20393,28906  0,00002
20394,63477  0,00001
20395,98047  0,00001
20397,32617  0,00004
20398,67188  0,00001
20400,01758  0,00003
20401,36328  0,00002
20402,71094  0,00001
20404,05664  0,00003
20405,40234  0,00006
20406,74805  0,00002
20408,09375  0,00001
20409,43945  0,00001
20410,78516  0,00004
20412,13086  0,00002
20413,47656  0,00002
20414,82227  0,00004
20416,16797  0,00003
20417,51367  0,00005
20418,85938  0,00004
20420,20508  0,00002
20421,55078  0,00002
20422,89648  0,00001
20424,24219  0,00002
20425,58984  0,00001
20426,93555  0,00001
20428,28125  0,00002
20429,62695  0,00005
20430,97266  0,00002
20432,31836  0,00001
20433,66406  0,00002
20435,00977  0,00005
20436,35547  0,00001
20437,70117  0,00005
20439,04688  0,00000
20440,39258  0,00003
20441,73828  0,00000
20443,08398  0,00004
20444,42969  0,00001
20445,77734  0,00002
20447,12305  0,00001
20448,46875  0,00002
20449,81445  0,00001
20451,16016  0,00003
20452,50586  0,00001
20453,85156  0,00004
20455,19727  0,00001
20456,54297  0,00002
20457,88867  0,00001
20459,23438  0,00001
20460,58008  0,00002
20461,92578  0,00001
20463,27148  0,00001
20464,61719  0,00006
20465,96289  0,00001
20467,30859  0,00002
20468,65625  0,00000
20470,00195  0,00003
20471,34766  0,00001
20472,69336  0,00001
20474,03906  0,00004
20475,38477  0,00003
20476,73047  0,00006
20478,07617  0,00005
20479,42188  0,00003
20480,76758  0,00002
20482,11328  0,00002
20483,45898  0,00003
20484,80469  0,00002
20486,15039  0,00004
20487,49609  0,00002
20488,84375  0,00003
20490,18945  0,00002
20491,53516  0,00005
20492,88086  0,00001
20494,22656  0,00000
20495,57227  0,00001
20496,91797  0,00003
20498,26367  0,00001
20499,60938  0,00000
20500,95508  0,00001
20502,30078  0,00003
20503,64648  0,00001
20504,99219  0,00001
20506,33789  0,00001
20507,68359  0,00001
20509,02930  0,00001
20510,37500  0,00003
20511,72266  0,00002
20513,06836  0,00000
20514,41406  0,00002
20515,75977  0,00001
20517,10547  0,00001
20518,45117  0,00003
20519,79688  0,00000
20521,14258  0,00003
20522,48828  0,00001
20523,83398  0,00003
20525,17969  0,00001
20526,52539  0,00007
20527,87109  0,00002
20529,21680  0,00001
20530,56250  0,00002
20531,91016  0,00000
20533,25586  0,00003
20534,60156  0,00004
20535,94727  0,00007
20537,29297  0,00005
20538,63867  0,00004
20539,98438  0,00001
20541,33008  0,00002
20542,67578  0,00006
20544,02148  0,00001
20545,36719  0,00004
20546,71289  0,00000
20548,05859  0,00004
20549,40430  0,00000
20550,75000  0,00001
20552,09570  0,00001
20553,44141  0,00004
20554,78906  0,00001
20556,13477  0,00000
20557,48047  0,00000
20558,82617  0,00001
20560,17188  0,00001
20561,51758  0,00003
20562,86328  0,00001
20564,20898  0,00000
20565,55469  0,00001
20566,90039  0,00003
20568,24609  0,00001
20569,59180  0,00001
20570,93750  0,00001
20572,28320  0,00002
20573,62891  0,00002
20574,97656  0,00002
20576,32227  0,00003
20577,66797  0,00001
20579,01367  0,00003
20580,35938  0,00003
20581,70508  0,00002
20583,05078  0,00000
20584,39648  0,00001
20585,74219  0,00006
20587,08789  0,00001
20588,43359  0,00000
20589,77930  0,00002
20591,12500  0,00002
20592,47070  0,00005
20593,81641  0,00004
20595,16211  0,00003
20596,50781  0,00002
20597,85547  0,00000
20599,20117  0,00005
20600,54688  0,00000
20601,89258  0,00002
20603,23828  0,00001
20604,58398  0,00001
20605,92969  0,00002
20607,27539  0,00006
20608,62109  0,00003
20609,96680  0,00004
20611,31250  0,00002
20612,65820  0,00002
20614,00391  0,00000
20615,34961  0,00004
20616,69531  0,00001
20618,04297  0,00003
20619,38867  0,00000
20620,73438  0,00003
20622,08008  0,00001
20623,42578  0,00001
20624,77148  0,00001
20626,11719  0,00004
20627,46289  0,00002
20628,80859  0,00003
20630,15430  0,00001
20631,50000  0,00004
20632,84570  0,00000
20634,19141  0,00001
20635,53711  0,00000
20636,88281  0,00000
20638,22852  0,00000
20639,57422  0,00003
20640,92188  0,00000
20642,26758  0,00001
20643,61328  0,00000
20644,95898  0,00004
20646,30469  0,00001
20647,65039  0,00002
20648,99609  0,00003
20650,34180  0,00003
20651,68750  0,00005
20653,03320  0,00005
20654,37891  0,00005
20655,72461  0,00003
20657,07031  0,00002
20658,41602  0,00005
20659,76172  0,00001
20661,10938  0,00000
20662,45508  0,00000
20663,80078  0,00004
20665,14648  0,00000
20666,49219  0,00000
20667,83789  0,00000
20669,18359  0,00001
20670,52930  0,00001
20671,87500  0,00004
20673,22070  0,00001
20674,56641  0,00003
20675,91211  0,00002
20677,25781  0,00005
20678,60352  0,00001
20679,94922  0,00001
20681,29492  0,00001
20682,64062  0,00002
20683,98828  0,00000
20685,33398  0,00003
20686,67969  0,00001
20688,02539  0,00004
20689,37109  0,00000
20690,71680  0,00002
20692,06250  0,00001
20693,40820  0,00004
20694,75391  0,00002
20696,09961  0,00005
20697,44531  0,00002
20698,79102  0,00002
20700,13672  0,00001
20701,48242  0,00003
20702,82812  0,00001
20704,17578  0,00004
20705,52148  0,00001
20706,86719  0,00001
20708,21289  0,00001
20709,55859  0,00003
20710,90430  0,00004
20712,25000  0,00004
20713,59570  0,00004
20714,94141  0,00001
20716,28711  0,00002
20717,63281  0,00006
20718,97852  0,00001
20720,32422  0,00001
20721,66992  0,00002
20723,01562  0,00004
20724,36133  0,00003
20725,70703  0,00001
20727,05469  0,00003
20728,40039  0,00002
20729,74609  0,00002
20731,09180  0,00002
20732,43750  0,00001
20733,78320  0,00000
20735,12891  0,00001
20736,47461  0,00003
20737,82031  0,00001
20739,16602  0,00000
20740,51172  0,00001
20741,85742  0,00002
20743,20312  0,00001
20744,54883  0,00002
20745,89453  0,00000
20747,24219  0,00000
20748,58789  0,00001
20749,93359  0,00004
20751,27930  0,00001
20752,62500  0,00001
20753,97070  0,00001
20755,31641  0,00004
20756,66211  0,00000
20758,00781  0,00005
20759,35352  0,00001
20760,69922  0,00005
20762,04492  0,00002
20763,39062  0,00001
20764,73633  0,00003
20766,08203  0,00006
20767,42773  0,00004
20768,77344  0,00005
20770,12109  0,00006
20771,46680  0,00002
20772,81250  0,00004
20774,15820  0,00000
20775,50391  0,00003
20776,84961  0,00007
20778,19531  0,00002
20779,54102  0,00004
20780,88672  0,00001
20782,23242  0,00003
20783,57812  0,00000
20784,92383  0,00003
20786,26953  0,00001
20787,61523  0,00001
20788,96094  0,00002
20790,30859  0,00000
20791,65430  0,00002
20793,00000  0,00002
20794,34570  0,00001
20795,69141  0,00002
20797,03711  0,00000
20798,38281  0,00001
20799,72852  0,00001
20801,07422  0,00002
20802,41992  0,00001
20803,76562  0,00001
20805,11133  0,00001
20806,45703  0,00002
20807,80273  0,00001
20809,14844  0,00000
20810,49414  0,00001
20811,83984  0,00005
20813,18750  0,00001
20814,53320  0,00003
20815,87891  0,00002
20817,22461  0,00003
20818,57031  0,00002
20819,91602  0,00002
20821,26172  0,00001
20822,60742  0,00002
20823,95312  0,00002
20825,29883  0,00006
20826,64453  0,00003
20827,99023  0,00005
20829,33594  0,00006
20830,68164  0,00000
20832,02734  0,00004
20833,37500  0,00003
20834,72070  0,00001
20836,06641  0,00002
20837,41211  0,00001
20838,75781  0,00007
20840,10352  0,00001
20841,44922  0,00000
20842,79492  0,00002
20844,14062  0,00001
20845,48633  0,00002
20846,83203  0,00001
20848,17773  0,00002
20849,52344  0,00004
20850,86914  0,00001
20852,21484  0,00004
20853,56055  0,00001
20854,90625  0,00002
20856,25391  0,00001
20857,59961  0,00002
20858,94531  0,00001
20860,29102  0,00004
20861,63672  0,00001
20862,98242  0,00002
20864,32812  0,00000
20865,67383  0,00006
20867,01953  0,00000
20868,36523  0,00005
20869,71094  0,00001
20871,05664  0,00001
20872,40234  0,00002
20873,74805  0,00004
20875,09375  0,00002
20876,44141  0,00000
20877,78711  0,00001
20879,13281  0,00001
20880,47852  0,00000
20881,82422  0,00003
20883,16992  0,00000
20884,51562  0,00006
20885,86133  0,00002
20887,20703  0,00004
20888,55273  0,00005
20889,89844  0,00001
20891,24414  0,00004
20892,58984  0,00004
20893,93555  0,00001
20895,28125  0,00000
20896,62695  0,00000
20897,97266  0,00003
20899,32031  0,00001
20900,66602  0,00003
20902,01172  0,00001
20903,35742  0,00004
20904,70312  0,00001
20906,04883  0,00004
20907,39453  0,00000
